event_time,Timestamp,UserID,SessionID,EventType,ProductID,Amount,Outcome
0 days 00:41:19.300000,41:19.3,390,7,product_view,prod_1035,,
0 days 00:24:36.500000,24:36.5,390,7,product_view,prod_8177,,
0 days 00:01:53.700000,01:53.7,390,7,add_to_cart,prod_6543,,
0 days 00:41:17.900000,41:17.9,390,7,logout,,,
0 days 00:37:21.700000,37:21.7,390,8,product_view,prod_1591,,
0 days 00:50:41.500000,50:41.5,390,8,logout,,,
0 days 00:49:36.900000,49:36.9,390,8,product_view,prod_9149,,
0 days 00:27:41.400000,27:41.4,390,8,add_to_cart,prod_4685,,
0 days 00:16:36.200000,16:36.2,390,8,login,,,
0 days 00:32:18.500000,32:18.5,390,8,product_view,prod_6980,,
0 days 00:41:01.200000,41:01.2,390,8,login,,,
0 days 00:10:06.700000,10:06.7,390,8,click,,,
0 days 00:27:02.500000,27:02.5,390,8,logout,,,
0 days 00:44:46.100000,44:46.1,390,9,add_to_cart,prod_4052,,
0 days 00:03:39.100000,03:39.1,390,9,logout,,,
0 days 00:17:58.300000,17:58.3,390,9,purchase,prod_8707,426.0439193434396,purchase
0 days 00:39:27.600000,39:27.6,390,9,logout,,,
0 days 00:30:39.100000,30:39.1,390,9,logout,,,
0 days 00:09:49.100000,09:49.1,390,9,click,,,
0 days 00:39:42.400000,39:42.4,390,9,page_view,,,
0 days 00:40:28.700000,40:28.7,390,9,logout,,,
0 days 00:03:42.300000,03:42.3,390,9,login,,,
0 days 00:12:54.500000,12:54.5,390,9,purchase,prod_1468,448.7556815357418,purchase
0 days 00:47:22.900000,47:22.9,390,10,product_view,prod_3293,,
0 days 00:53:13.100000,53:13.1,390,10,logout,,,
0 days 00:03:37.400000,03:37.4,390,10,logout,,,
0 days 00:17:13.100000,17:13.1,390,10,page_view,,,
0 days 00:46:12.400000,46:12.4,390,10,logout,,,
0 days 00:43:33.700000,43:33.7,390,10,click,,,
0 days 00:31:58.200000,31:58.2,390,10,page_view,,,
0 days 00:28:09.400000,28:09.4,391,1,logout,,,
0 days 00:37:38.800000,37:38.8,391,1,product_view,prod_9563,,
0 days 00:19:09,19:09.0,391,1,product_view,prod_1669,,
0 days 00:40:56.500000,40:56.5,391,1,logout,,,
0 days 00:02:33,02:33.0,391,1,page_view,,,
0 days 00:27:45,27:45.0,391,1,product_view,prod_7919,,
0 days 00:24:11.600000,24:11.6,391,1,product_view,prod_7328,,
0 days 00:22:45.200000,22:45.2,391,1,add_to_cart,prod_6208,,
0 days 00:47:37.100000,47:37.1,391,1,product_view,prod_4509,,
0 days 00:18:31.200000,18:31.2,391,2,purchase,prod_8351,379.0691113229626,purchase
0 days 00:14:55.100000,14:55.1,391,2,purchase,prod_9650,476.2763100227453,purchase
0 days 00:45:56,45:56.0,391,2,add_to_cart,prod_6194,,
0 days 00:35:25.600000,35:25.6,391,2,logout,,,
0 days 00:44:27.600000,44:27.6,391,2,page_view,,,
0 days 00:24:38.900000,24:38.9,391,2,logout,,,
0 days 00:24:39.900000,24:39.9,391,2,add_to_cart,prod_4957,,
0 days 00:30:45.600000,30:45.6,391,2,add_to_cart,prod_4612,,
0 days 00:07:51.500000,07:51.5,391,2,login,,,
0 days 00:07:05.100000,07:05.1,391,2,click,,,
0 days 00:38:32.700000,38:32.7,391,3,product_view,prod_5694,,
0 days 00:41:23.800000,41:23.8,391,3,logout,,,
0 days 00:22:18.900000,22:18.9,391,3,logout,,,
0 days 00:57:42.700000,57:42.7,391,3,login,,,
0 days 00:50:10.200000,50:10.2,391,3,page_view,,,
0 days 00:40:22.700000,40:22.7,391,3,click,,,
0 days 00:01:07.900000,01:07.9,391,3,click,,,
0 days 00:04:52.200000,04:52.2,391,3,purchase,prod_5387,251.6602978515264,purchase
0 days 00:59:19.200000,59:19.2,391,4,product_view,prod_6411,,
0 days 00:16:49.100000,16:49.1,391,4,login,,,
0 days 00:19:32.900000,19:32.9,391,4,logout,,,
0 days 00:44:51,44:51.0,391,4,add_to_cart,prod_7525,,
0 days 00:03:40.100000,03:40.1,391,4,click,,,
0 days 00:50:07.300000,50:07.3,391,4,page_view,,,
0 days 00:52:15.900000,52:15.9,391,4,purchase,prod_7691,469.3323593791201,purchase
0 days 00:09:56.700000,09:56.7,391,4,product_view,prod_6229,,
0 days 00:14:44,14:44.0,391,4,logout,,,
0 days 00:06:45.100000,06:45.1,391,5,product_view,prod_1643,,
0 days 00:32:39,32:39.0,391,5,logout,,,
0 days 00:08:59.400000,08:59.4,391,5,product_view,prod_6179,,
0 days 00:18:57.900000,18:57.9,391,5,login,,,
0 days 00:56:56.700000,56:56.7,391,5,logout,,,
0 days 00:44:18.800000,44:18.8,391,5,add_to_cart,prod_5575,,
0 days 00:16:47.400000,16:47.4,391,6,login,,,
0 days 00:42:09.400000,42:09.4,391,6,add_to_cart,prod_9731,,
0 days 00:09:48.600000,09:48.6,391,6,logout,,,
0 days 00:58:47.900000,58:47.9,391,6,add_to_cart,prod_6325,,
0 days 00:01:26.500000,01:26.5,391,6,logout,,,
0 days 00:55:21.600000,55:21.6,391,6,add_to_cart,prod_9533,,
0 days 00:22:42.100000,22:42.1,391,6,logout,,,
0 days 00:38:03.500000,38:03.5,391,6,add_to_cart,prod_5444,,
0 days 00:03:14.300000,03:14.3,391,6,add_to_cart,prod_1694,,
0 days 00:41:48.600000,41:48.6,391,6,login,,,
0 days 00:24:53.800000,24:53.8,391,7,page_view,,,
0 days 00:19:41.300000,19:41.3,391,7,add_to_cart,prod_4484,,
0 days 00:29:13.900000,29:13.9,391,7,add_to_cart,prod_4758,,
0 days 00:19:11.900000,19:11.9,391,7,login,,,
0 days 00:27:18.200000,27:18.2,391,7,page_view,,,
0 days 00:15:52.400000,15:52.4,391,7,logout,,,
0 days 00:35:15.300000,35:15.3,391,7,login,,,
0 days 00:49:57.100000,49:57.1,391,8,purchase,prod_2578,170.43048350143195,purchase
0 days 00:03:40.100000,03:40.1,391,8,add_to_cart,prod_5698,,
0 days 00:39:17.900000,39:17.9,391,8,product_view,prod_3788,,
0 days 00:25:54.800000,25:54.8,391,8,logout,,,
0 days 00:45:29.400000,45:29.4,391,8,add_to_cart,prod_8844,,
0 days 00:54:27.600000,54:27.6,391,9,logout,,,
0 days 00:31:48.100000,31:48.1,391,9,add_to_cart,prod_7018,,
0 days 00:00:00.700000,00:00.7,391,9,purchase,prod_5461,288.0584422415816,purchase
0 days 00:13:03.200000,13:03.2,391,9,click,,,
0 days 00:34:52.400000,34:52.4,391,9,click,,,
0 days 00:38:42.800000,38:42.8,391,9,add_to_cart,prod_6377,,
0 days 00:55:41.800000,55:41.8,391,9,click,,,
0 days 00:25:16.100000,25:16.1,391,10,login,,,
0 days 00:14:46.500000,14:46.5,391,10,product_view,prod_9524,,
0 days 00:09:09.500000,09:09.5,391,10,logout,,,
0 days 00:35:30.700000,35:30.7,391,10,login,,,
0 days 00:57:53.900000,57:53.9,391,10,click,,,
0 days 00:36:37.800000,36:37.8,391,10,purchase,prod_9994,35.734341191943486,purchase
0 days 00:08:00.500000,08:00.5,391,10,purchase,prod_8047,475.6996163342354,purchase
0 days 00:55:51.200000,55:51.2,392,1,login,,,
0 days 00:23:50.300000,23:50.3,392,1,add_to_cart,prod_2869,,
0 days 00:08:09,08:09.0,392,1,product_view,prod_7670,,
0 days 00:54:57.700000,54:57.7,392,1,login,,,
0 days 00:32:22.500000,32:22.5,392,1,login,,,
0 days 00:52:56.400000,52:56.4,392,1,click,,,
0 days 00:43:43.200000,43:43.2,392,1,product_view,prod_8997,,
0 days 00:41:47.100000,41:47.1,392,1,logout,,,
0 days 00:33:56.500000,33:56.5,392,1,page_view,,,
0 days 00:10:56.700000,10:56.7,392,1,login,,,
0 days 00:45:40.300000,45:40.3,392,2,product_view,prod_4664,,
0 days 00:02:17.700000,02:17.7,392,2,add_to_cart,prod_6480,,
0 days 00:55:59.500000,55:59.5,392,2,product_view,prod_5981,,
0 days 00:05:54.400000,05:54.4,392,2,add_to_cart,prod_6658,,
0 days 00:14:15.100000,14:15.1,392,2,page_view,,,
0 days 00:09:07.900000,09:07.9,392,2,add_to_cart,prod_1085,,
0 days 00:19:16.900000,19:16.9,392,2,purchase,prod_7550,251.62217256078395,purchase
0 days 00:16:48.800000,16:48.8,392,3,click,,,
0 days 00:37:11.200000,37:11.2,392,3,product_view,prod_7230,,
0 days 00:05:16,05:16.0,392,3,click,,,
0 days 00:00:46.500000,00:46.5,392,3,click,,,
0 days 00:34:45.500000,34:45.5,392,3,add_to_cart,prod_5940,,
0 days 00:51:46.700000,51:46.7,392,4,click,,,
0 days 00:46:50.800000,46:50.8,392,4,purchase,prod_5615,125.06644685632668,purchase
0 days 00:27:01.300000,27:01.3,392,4,add_to_cart,prod_3506,,
0 days 00:01:19.500000,01:19.5,392,4,page_view,,,
0 days 00:41:23.600000,41:23.6,392,4,click,,,
0 days 00:45:29.500000,45:29.5,392,4,login,,,
0 days 00:22:16.200000,22:16.2,392,4,logout,,,
0 days 00:36:50.700000,36:50.7,392,5,logout,,,
0 days 00:21:39.100000,21:39.1,392,5,add_to_cart,prod_7609,,
0 days 00:31:02.200000,31:02.2,392,5,click,,,
0 days 00:55:20.800000,55:20.8,392,5,product_view,prod_6505,,
0 days 00:48:54,48:54.0,392,5,product_view,prod_4455,,
0 days 00:30:37.300000,30:37.3,392,6,page_view,,,
0 days 00:12:47,12:47.0,392,6,add_to_cart,prod_4478,,
0 days 00:12:38.800000,12:38.8,392,6,page_view,,,
0 days 00:27:15.700000,27:15.7,392,6,add_to_cart,prod_5942,,
0 days 00:50:53.300000,50:53.3,392,6,click,,,
0 days 00:46:40.700000,46:40.7,392,6,purchase,prod_4497,249.57192776504,purchase
0 days 00:11:42.600000,11:42.6,392,6,add_to_cart,prod_6074,,
0 days 00:17:46.300000,17:46.3,392,6,logout,,,
0 days 00:29:45.300000,29:45.3,392,7,page_view,,,
0 days 00:33:28,33:28.0,392,7,login,,,
0 days 00:54:55.800000,54:55.8,392,7,add_to_cart,prod_3940,,
0 days 00:58:52.400000,58:52.4,392,7,product_view,prod_9335,,
0 days 00:55:25.200000,55:25.2,392,7,add_to_cart,prod_1884,,
0 days 00:59:30.100000,59:30.1,392,7,login,,,
0 days 00:20:28.100000,20:28.1,392,7,click,,,
0 days 00:53:29.900000,53:29.9,392,7,product_view,prod_8459,,
0 days 00:00:13.800000,00:13.8,392,7,add_to_cart,prod_2172,,
0 days 00:55:33,55:33.0,392,8,product_view,prod_3211,,
0 days 00:46:28.300000,46:28.3,392,8,page_view,,,
0 days 00:51:08.900000,51:08.9,392,8,add_to_cart,prod_5335,,
0 days 00:41:37.700000,41:37.7,392,8,logout,,,
0 days 00:30:27.800000,30:27.8,392,8,click,,,
0 days 00:20:39.400000,20:39.4,392,8,page_view,,,
0 days 00:01:44,01:44.0,392,8,page_view,,,
0 days 00:17:39.300000,17:39.3,392,8,add_to_cart,prod_8151,,
0 days 00:27:11.300000,27:11.3,392,8,page_view,,,
0 days 00:33:14.400000,33:14.4,392,9,logout,,,
0 days 00:38:24.500000,38:24.5,392,9,product_view,prod_5089,,
0 days 00:35:18.100000,35:18.1,392,9,page_view,,,
0 days 00:20:29,20:29.0,392,9,logout,,,
0 days 00:23:40.300000,23:40.3,392,9,click,,,
0 days 00:51:49.800000,51:49.8,392,9,add_to_cart,prod_1501,,
0 days 00:10:33.500000,10:33.5,392,9,page_view,,,
0 days 00:10:09,10:09.0,392,9,click,,,
0 days 00:39:35.100000,39:35.1,392,10,purchase,prod_3402,490.0186295929426,purchase
0 days 00:08:42,08:42.0,392,10,login,,,
0 days 00:40:35.800000,40:35.8,392,10,login,,,
0 days 00:03:02.800000,03:02.8,392,10,login,,,
0 days 00:11:41.800000,11:41.8,392,10,logout,,,
0 days 00:01:30.200000,01:30.2,393,1,login,,,
0 days 00:03:18.400000,03:18.4,393,1,logout,,,
0 days 00:53:13.400000,53:13.4,393,1,logout,,,
0 days 00:28:04.900000,28:04.9,393,1,login,,,
0 days 00:43:15.500000,43:15.5,393,1,purchase,prod_7524,423.9840520888032,purchase
0 days 00:11:07,11:07.0,393,1,purchase,prod_7181,243.88560393769467,purchase
0 days 00:53:10.100000,53:10.1,393,1,click,,,
0 days 00:04:37,04:37.0,393,1,add_to_cart,prod_6207,,
0 days 00:33:18.700000,33:18.7,393,1,purchase,prod_3803,131.6303366615653,purchase
0 days 00:20:07.700000,20:07.7,393,2,product_view,prod_7716,,
0 days 00:49:28.900000,49:28.9,393,2,add_to_cart,prod_6626,,
0 days 00:45:24.300000,45:24.3,393,2,login,,,
0 days 00:49:47.900000,49:47.9,393,2,purchase,prod_6620,216.8858477652627,purchase
0 days 00:31:44.300000,31:44.3,393,2,logout,,,
0 days 00:06:01.600000,06:01.6,393,2,purchase,prod_4477,412.67093885676405,purchase
0 days 00:44:27.800000,44:27.8,393,3,product_view,prod_3351,,
0 days 00:13:36.100000,13:36.1,393,3,purchase,prod_8842,413.7369265459943,purchase
0 days 00:18:41.100000,18:41.1,393,3,page_view,,,
0 days 00:21:58.600000,21:58.6,393,3,product_view,prod_8560,,
0 days 00:37:45.900000,37:45.9,393,3,click,,,
0 days 00:13:14.800000,13:14.8,393,4,add_to_cart,prod_2910,,
0 days 00:58:25,58:25.0,393,4,click,,,
0 days 00:00:22.100000,00:22.1,393,4,click,,,
0 days 00:09:03,09:03.0,393,4,product_view,prod_3079,,
0 days 00:56:30.700000,56:30.7,393,4,click,,,
0 days 00:29:32.800000,29:32.8,393,4,product_view,prod_7241,,
0 days 00:16:30.800000,16:30.8,393,4,page_view,,,
0 days 00:56:29.300000,56:29.3,393,4,add_to_cart,prod_4920,,
0 days 00:14:57.200000,14:57.2,393,5,product_view,prod_6375,,
0 days 00:25:05.900000,25:05.9,393,5,page_view,,,
0 days 00:16:15,16:15.0,393,5,logout,,,
0 days 00:40:34.900000,40:34.9,393,5,product_view,prod_2911,,
0 days 00:40:22.200000,40:22.2,393,5,click,,,
0 days 00:34:23.200000,34:23.2,393,6,product_view,prod_4607,,
0 days 00:02:20.800000,02:20.8,393,6,click,,,
0 days 00:27:05.100000,27:05.1,393,6,product_view,prod_4990,,
0 days 00:45:54.700000,45:54.7,393,6,add_to_cart,prod_7515,,
0 days 00:02:37,02:37.0,393,6,purchase,prod_3631,441.0833179670185,purchase
0 days 00:32:12.700000,32:12.7,393,6,add_to_cart,prod_5979,,
0 days 00:04:25.300000,04:25.3,393,6,click,,,
0 days 00:20:05.300000,20:05.3,393,6,product_view,prod_7275,,
0 days 00:25:21.500000,25:21.5,393,6,login,,,
0 days 00:04:27.700000,04:27.7,393,6,product_view,prod_1983,,
0 days 00:27:18.800000,27:18.8,393,7,page_view,,,
0 days 00:53:54,53:54.0,393,7,purchase,prod_6145,53.862476643558665,purchase
0 days 00:53:19.100000,53:19.1,393,7,product_view,prod_3438,,
0 days 00:59:24.100000,59:24.1,393,7,purchase,prod_6595,100.70594462916256,purchase
0 days 00:05:12.300000,05:12.3,393,7,purchase,prod_2863,336.33149323707767,purchase
0 days 00:30:41.300000,30:41.3,393,7,login,,,
0 days 00:51:18.500000,51:18.5,393,7,logout,,,
0 days 00:39:17.900000,39:17.9,393,7,add_to_cart,prod_7100,,
0 days 00:45:32.900000,45:32.9,393,7,purchase,prod_2960,364.12171258952407,purchase
0 days 00:31:07.200000,31:07.2,393,8,login,,,
0 days 00:30:27.500000,30:27.5,393,8,logout,,,
0 days 00:03:00.300000,03:00.3,393,8,page_view,,,
0 days 00:34:09.900000,34:09.9,393,8,add_to_cart,prod_3839,,
0 days 00:55:03.700000,55:03.7,393,8,add_to_cart,prod_2166,,
0 days 00:34:42.700000,34:42.7,393,8,logout,,,
0 days 00:36:40.500000,36:40.5,393,8,page_view,,,
0 days 00:36:43.900000,36:43.9,393,8,page_view,,,
0 days 00:28:41.400000,28:41.4,393,9,add_to_cart,prod_2323,,
0 days 00:06:01.400000,06:01.4,393,9,product_view,prod_3377,,
0 days 00:20:58.100000,20:58.1,393,9,page_view,,,
0 days 00:42:46.400000,42:46.4,393,9,login,,,
0 days 00:06:06.600000,06:06.6,393,9,product_view,prod_5177,,
0 days 00:59:17,59:17.0,393,9,purchase,prod_3504,462.3621528,purchase
0 days 00:37:27.300000,37:27.3,393,10,page_view,,,
0 days 00:04:06.900000,04:06.9,393,10,logout,,,
0 days 00:08:28.700000,08:28.7,393,10,page_view,,,
0 days 00:42:34.400000,42:34.4,393,10,click,,,
0 days 00:30:43.700000,30:43.7,393,10,product_view,prod_7066,,
0 days 00:18:30.100000,18:30.1,393,10,login,,,
0 days 00:26:40.300000,26:40.3,394,1,add_to_cart,prod_8391,,
0 days 00:47:30.100000,47:30.1,394,1,product_view,prod_9179,,
0 days 00:34:33.500000,34:33.5,394,1,click,,,
0 days 00:49:52.800000,49:52.8,394,1,page_view,,,
0 days 00:26:53.700000,26:53.7,394,1,product_view,prod_1387,,
0 days 00:52:59.600000,52:59.6,394,2,add_to_cart,prod_6938,,
0 days 00:51:27.400000,51:27.4,394,2,click,,,
0 days 00:30:54.700000,30:54.7,394,2,product_view,prod_8220,,
0 days 00:30:56.300000,30:56.3,394,2,product_view,prod_9363,,
0 days 00:06:17.800000,06:17.8,394,2,login,,,
0 days 00:39:53.300000,39:53.3,394,2,add_to_cart,prod_8147,,
0 days 00:22:46.600000,22:46.6,394,2,login,,,
0 days 00:26:13.800000,26:13.8,394,2,product_view,prod_3535,,
0 days 00:30:42.200000,30:42.2,394,2,logout,,,
0 days 00:58:40.200000,58:40.2,394,3,page_view,,,
0 days 00:46:33,46:33.0,394,3,add_to_cart,prod_2435,,
0 days 00:23:37.700000,23:37.7,394,3,purchase,prod_7019,180.3351045503919,purchase
0 days 00:29:19.200000,29:19.2,394,3,login,,,
0 days 00:47:25.700000,47:25.7,394,3,product_view,prod_7271,,
0 days 00:18:12.700000,18:12.7,394,3,product_view,prod_1984,,
0 days 00:10:44.300000,10:44.3,394,3,logout,,,
0 days 00:38:19.700000,38:19.7,394,4,page_view,,,
0 days 00:02:09.200000,02:09.2,394,4,purchase,prod_2877,410.0636544884672,purchase
0 days 00:49:46,49:46.0,394,4,click,,,
0 days 00:28:25.800000,28:25.8,394,4,login,,,
0 days 00:10:32.100000,10:32.1,394,4,click,,,
0 days 00:59:32.100000,59:32.1,394,5,product_view,prod_6888,,
0 days 00:59:00.900000,59:00.9,394,5,click,,,
0 days 00:04:58.700000,04:58.7,394,5,page_view,,,
0 days 00:54:20.100000,54:20.1,394,5,logout,,,
0 days 00:44:54.100000,44:54.1,394,5,purchase,prod_8739,441.4927116778326,purchase
0 days 00:44:26,44:26.0,394,5,product_view,prod_3806,,
0 days 00:26:35.800000,26:35.8,394,5,click,,,
0 days 00:53:38.100000,53:38.1,394,6,login,,,
0 days 00:55:21,55:21.0,394,6,purchase,prod_8818,22.470766069299764,purchase
0 days 00:18:46.800000,18:46.8,394,6,page_view,,,
0 days 00:17:51,17:51.0,394,6,product_view,prod_8801,,
0 days 00:27:50.300000,27:50.3,394,6,logout,,,
0 days 00:32:19.700000,32:19.7,394,6,logout,,,
0 days 00:43:08,43:08.0,394,6,product_view,prod_4013,,
0 days 00:56:11.700000,56:11.7,394,7,product_view,prod_8877,,
0 days 00:08:49.500000,08:49.5,394,7,login,,,
0 days 00:31:06.800000,31:06.8,394,7,click,,,
0 days 00:25:35.400000,25:35.4,394,7,add_to_cart,prod_1387,,
0 days 00:05:16.700000,05:16.7,394,7,product_view,prod_7444,,
0 days 00:33:53.900000,33:53.9,394,7,add_to_cart,prod_9149,,
0 days 00:16:36.800000,16:36.8,394,7,logout,,,
0 days 00:59:12.800000,59:12.8,394,7,page_view,,,
0 days 00:43:52.600000,43:52.6,394,8,click,,,
0 days 00:56:27.300000,56:27.3,394,8,product_view,prod_6557,,
0 days 00:19:29.200000,19:29.2,394,8,product_view,prod_4485,,
0 days 00:16:45.900000,16:45.9,394,8,page_view,,,
0 days 00:55:55.400000,55:55.4,394,8,logout,,,
0 days 00:00:09.700000,00:09.7,394,9,click,,,
0 days 00:13:57.500000,13:57.5,394,9,click,,,
0 days 00:44:25,44:25.0,394,9,login,,,
0 days 00:28:43.400000,28:43.4,394,9,login,,,
0 days 00:29:12.700000,29:12.7,394,9,logout,,,
0 days 00:20:05.300000,20:05.3,394,9,logout,,,
0 days 00:53:41.200000,53:41.2,394,10,purchase,prod_9695,266.39584015491914,purchase
0 days 00:41:48.500000,41:48.5,394,10,login,,,
0 days 00:50:45.300000,50:45.3,394,10,add_to_cart,prod_3880,,
0 days 00:53:06.300000,53:06.3,394,10,logout,,,
0 days 00:07:57.400000,07:57.4,394,10,add_to_cart,prod_3026,,
0 days 00:11:47.900000,11:47.9,394,10,add_to_cart,prod_5828,,
0 days 00:42:28.900000,42:28.9,394,10,product_view,prod_3455,,
0 days 00:15:46.200000,15:46.2,394,10,product_view,prod_3193,,
0 days 00:12:10.700000,12:10.7,394,10,purchase,prod_3795,365.4839434990774,purchase
0 days 00:55:53.300000,55:53.3,395,1,page_view,,,
0 days 00:00:43.300000,00:43.3,395,1,add_to_cart,prod_2252,,
0 days 00:03:08,03:08.0,395,1,product_view,prod_5253,,
0 days 00:59:54.900000,59:54.9,395,1,add_to_cart,prod_5875,,
0 days 00:44:11.200000,44:11.2,395,1,page_view,,,
0 days 00:48:52.700000,48:52.7,395,1,logout,,,
0 days 00:19:22.700000,19:22.7,395,2,page_view,,,
0 days 00:18:37.500000,18:37.5,395,2,logout,,,
0 days 00:40:54.600000,40:54.6,395,2,login,,,
0 days 00:34:32,34:32.0,395,2,purchase,prod_4985,457.34997327432455,purchase
0 days 00:59:22.600000,59:22.6,395,2,logout,,,
0 days 00:44:31.400000,44:31.4,395,2,logout,,,
0 days 00:00:46.200000,00:46.2,395,2,page_view,,,
0 days 00:05:26.900000,05:26.9,395,3,login,,,
0 days 00:19:01.600000,19:01.6,395,3,page_view,,,
0 days 00:06:16.600000,06:16.6,395,3,page_view,,,
0 days 00:21:11.500000,21:11.5,395,3,add_to_cart,prod_5716,,
0 days 00:18:13.500000,18:13.5,395,3,login,,,
0 days 00:41:40.300000,41:40.3,395,4,add_to_cart,prod_6457,,
0 days 00:03:56.800000,03:56.8,395,4,add_to_cart,prod_1286,,
0 days 00:10:47.700000,10:47.7,395,4,purchase,prod_3049,326.3033078176954,purchase
0 days 00:00:44.700000,00:44.7,395,4,page_view,,,
0 days 00:05:38.100000,05:38.1,395,4,purchase,prod_2869,200.71412998442165,purchase
0 days 00:36:48.900000,36:48.9,395,4,login,,,
0 days 00:39:58.200000,39:58.2,395,4,product_view,prod_4094,,
0 days 00:04:38.300000,04:38.3,395,4,click,,,
0 days 00:27:33,27:33.0,395,4,login,,,
0 days 00:06:08.100000,06:08.1,395,4,logout,,,
0 days 00:30:46.800000,30:46.8,395,5,page_view,,,
0 days 00:05:07,05:07.0,395,5,logout,,,
0 days 00:36:26.800000,36:26.8,395,5,purchase,prod_6648,236.56959356312464,purchase
0 days 00:12:41.100000,12:41.1,395,5,add_to_cart,prod_9758,,
0 days 00:21:46.400000,21:46.4,395,5,purchase,prod_9786,96.20029996112189,purchase
0 days 00:19:38.800000,19:38.8,395,5,product_view,prod_4906,,
0 days 00:32:43.600000,32:43.6,395,5,purchase,prod_7366,230.0626731158929,purchase
0 days 00:40:28.200000,40:28.2,395,5,login,,,
0 days 00:48:39,48:39.0,395,6,purchase,prod_1647,408.7277363818564,purchase
0 days 00:38:38,38:38.0,395,6,product_view,prod_4693,,
0 days 00:50:53.800000,50:53.8,395,6,logout,,,
0 days 00:49:17.700000,49:17.7,395,6,product_view,prod_9357,,
0 days 00:13:42.600000,13:42.6,395,6,purchase,prod_1410,163.28713502047026,purchase
0 days 00:00:34.300000,00:34.3,395,6,add_to_cart,prod_1858,,
0 days 00:19:00,19:00.0,395,6,click,,,
0 days 00:20:48.900000,20:48.9,395,6,page_view,,,
0 days 00:11:01,11:01.0,395,6,page_view,,,
0 days 00:35:01.400000,35:01.4,395,7,product_view,prod_4110,,
0 days 00:02:57.600000,02:57.6,395,7,logout,,,
0 days 00:34:21.700000,34:21.7,395,7,page_view,,,
0 days 00:55:59.600000,55:59.6,395,7,logout,,,
0 days 00:58:00.500000,58:00.5,395,7,logout,,,
0 days 00:06:24.800000,06:24.8,395,7,logout,,,
0 days 00:19:38.200000,19:38.2,395,7,page_view,,,
0 days 00:56:57.600000,56:57.6,395,7,purchase,prod_7435,74.46068066809342,purchase
0 days 00:31:25.900000,31:25.9,395,7,purchase,prod_6634,270.0715425,purchase
0 days 00:34:05.900000,34:05.9,395,8,product_view,prod_9617,,
0 days 00:17:27.800000,17:27.8,395,8,click,,,
0 days 00:14:28.700000,14:28.7,395,8,logout,,,
0 days 00:50:06.800000,50:06.8,395,8,page_view,,,
0 days 00:59:44.200000,59:44.2,395,8,add_to_cart,prod_7118,,
0 days 00:43:45.300000,43:45.3,395,9,login,,,
0 days 00:13:00.200000,13:00.2,395,9,click,,,
0 days 00:03:11.300000,03:11.3,395,9,page_view,,,
0 days 00:06:38.700000,06:38.7,395,9,purchase,prod_9153,391.1624404806452,purchase
0 days 00:20:36.200000,20:36.2,395,9,logout,,,
0 days 00:12:46.900000,12:46.9,395,9,logout,,,
0 days 00:47:26.600000,47:26.6,395,9,add_to_cart,prod_6793,,
0 days 00:36:04.900000,36:04.9,395,9,add_to_cart,prod_6428,,
0 days 00:41:42.700000,41:42.7,395,9,purchase,prod_4705,241.3766302392302,purchase
0 days 00:59:35.300000,59:35.3,395,10,product_view,prod_4677,,
0 days 00:59:41.900000,59:41.9,395,10,product_view,prod_7074,,
0 days 00:48:28.800000,48:28.8,395,10,product_view,prod_1871,,
0 days 00:26:27.100000,26:27.1,395,10,login,,,
0 days 00:15:43.600000,15:43.6,395,10,add_to_cart,prod_4500,,
0 days 00:56:24.600000,56:24.6,395,10,add_to_cart,prod_6535,,
0 days 00:38:51.600000,38:51.6,396,1,add_to_cart,prod_6790,,
0 days 00:39:19.600000,39:19.6,396,1,purchase,prod_6532,378.62251557374657,purchase
0 days 00:37:40.200000,37:40.2,396,1,add_to_cart,prod_6768,,
0 days 00:18:44.500000,18:44.5,396,1,click,,,
0 days 00:24:26.400000,24:26.4,396,1,add_to_cart,prod_9916,,
0 days 00:34:44.100000,34:44.1,396,1,product_view,prod_1157,,
0 days 00:26:54,26:54.0,396,1,login,,,
0 days 00:56:39.400000,56:39.4,396,1,purchase,prod_2102,256.78761124877155,purchase
0 days 00:28:04.500000,28:04.5,396,1,product_view,prod_4507,,
0 days 00:52:14.100000,52:14.1,396,1,logout,,,
0 days 00:53:14.900000,53:14.9,396,2,add_to_cart,prod_2866,,
0 days 00:22:01.900000,22:01.9,396,2,purchase,prod_3877,101.048992052823,purchase
0 days 00:41:39,41:39.0,396,2,logout,,,
0 days 00:43:20.100000,43:20.1,396,2,purchase,prod_3094,385.7208084,purchase
0 days 00:22:53.200000,22:53.2,396,2,login,,,
0 days 00:37:09.400000,37:09.4,396,2,logout,,,
0 days 00:12:15.800000,12:15.8,396,2,click,,,
0 days 00:06:34.700000,06:34.7,396,2,product_view,prod_9240,,
0 days 00:02:49.800000,02:49.8,396,3,logout,,,
0 days 00:53:56.200000,53:56.2,396,3,page_view,,,
0 days 00:35:08.400000,35:08.4,396,3,purchase,prod_6690,361.1454830139036,purchase
0 days 00:16:18.900000,16:18.9,396,3,add_to_cart,prod_1291,,
0 days 00:44:38.800000,44:38.8,396,3,login,,,
0 days 00:37:53,37:53.0,396,3,login,,,
0 days 00:30:40.200000,30:40.2,396,4,product_view,prod_7924,,
0 days 00:57:44.300000,57:44.3,396,4,login,,,
0 days 00:52:02.900000,52:02.9,396,4,login,,,
